IL NAME,CATION NAME,ANION NAME,Cation_SMILES,Anion_SMILES,Temperature (0 C),Pressure (bar),CO2 capacity (mol CO2/mol IL)
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,7,0.070320026
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,7.5,0.074691026
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,8,0.079680415
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,8.5,0.083893345
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,9,0.089205969
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,9.5,0.093852549
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,10,0.097815347
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,10.5,0.102049813
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,11,0.108893324
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,11.5,0.109139308
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,12,0.115573405
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,12.5,0.120071685
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,13,0.123343069
[BDMIM][BF4],"1-butyl-2,3-dimethylimidazolium",tetrafluoroborate,CCCC[n+]1c(C)n(C)cc1,F[B-](F)(F)F,50,13,0.123721766
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,0.94,0.017087063
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,0.95,0.021763564
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,0.95,0.014713343
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,0.95,0.011940903
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,0.98,0.010509297
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,1.94,0.037882719
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,1.95,0.046353458
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,1.95,0.029866117
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,1.96,0.025220422
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,1.97,0.020408163
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,2.94,0.058873359
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,2.94,0.045696957
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,2.95,0.037667324
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,2.96,0.071696496
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,2.97,0.030396703
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,3.94,0.096130659
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,3.94,0.078167116
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,3.94,0.061345786
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,3.94,0.049868766
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,3.95,0.040149782
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,4.93,0.098780354
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,4.93,0.062586335
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,4.94,0.121579183
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,4.94,0.077005924
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,4.94,0.050309841
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,5.93,0.119695443
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,5.94,0.09373291
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,5.94,0.075500108
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,5.94,0.061345786
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,6.92,0.110247585
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,6.93,0.172745397
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,6.93,0.141031492
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,6.93,0.088376143
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,6.93,0.072041166
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,7.92,0.161710037
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,7.93,0.198465964
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,7.93,0.126633619
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,7.93,0.101079057
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,7.93,0.082485386
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,8.92,0.113833816
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,8.93,0.22488976
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,8.93,0.183712121
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,8.93,0.143641354
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,8.94,0.092776746
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,9.93,0.251407834
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,9.93,0.204819277
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,9.93,0.159554731
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,9.93,0.126760563
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,9.94,0.103265666
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,10.93,0.226391955
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,10.93,0.175502527
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,10.93,0.140250855
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,10.94,0.114330287
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,11.92,0.249219238
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,11.92,0.192037192
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,11.93,0.305994515
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,11.93,0.153402537
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,11.93,0.124227094
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,12.92,0.166180758
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,12.92,0.13430127
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,12.93,0.333688984
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,12.93,0.271940982
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,12.93,0.210214208
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,13.92,0.361841209
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,13.92,0.294163323
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,13.92,0.179801793
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,13.93,0.227897839
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,13.93,0.145606599
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,14.93,0.390240512
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,14.93,0.316309069
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,14.93,0.243935813
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,14.93,0.193032689
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,14.93,0.156336725
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,15.93,0.339584729
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,15.93,0.263583523
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,15.93,0.206709304
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,15.93,0.16713352
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,16.92,0.361470388
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,16.93,0.447596989
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,16.93,0.280409731
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,16.93,0.220256254
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,16.93,0.177440245
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,17.92,0.298364061
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,17.93,0.476886723
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,17.93,0.384849744
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,17.93,0.233197682
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,17.93,0.189060642
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,18.93,0.506704837
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,18.93,0.408649106
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,18.93,0.246882793
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,18.93,0.199904008
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,80.1,19.92,0.210067764
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,25,19.93,0.537751807
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,35,19.93,0.432254368
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,50,19.93,0.333511135
[C7MIM][TCM],1-heptyl-3-methylimidazolium,tricyanomethanide,CCCCCCCN1C=C[N+](=C1)C,C([C-](C#N)C#N)#N,65.1,19.93,0.260557166
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,25,0.94,0.020408163
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,0.94,0.014404545
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,0.94,0.01061142
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,0.94,0.009489198
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,1.01,0.018433649
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,1.93,0.01853738
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,25,1.94,0.043623461
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,1.94,0.028277635
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,1.94,0.022808633
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,1.98,0.037129226
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,25,2.93,0.067577666
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,2.93,0.043623461
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,2.94,0.034875298
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,2.94,0.028383381
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,2.97,0.056524036
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,25,3.93,0.090869423
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,3.93,0.058425064
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,3.93,0.047120419
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,3.93,0.038637308
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,3.94,0.075153209
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,25,4.93,0.115075825
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,4.93,0.07307651
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,4.93,0.048437828
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,4.94,0.095290252
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,4.94,0.058089091
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,5.93,0.115200178
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,5.94,0.087784184
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,5.94,0.06974754
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,5.94,0.058201058
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,6.92,0.13507378
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,25,6.93,0.164144354
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,6.93,0.102900629
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,6.93,0.081548778
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,6.94,0.067463706
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,25,7.93,0.189060642
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,7.93,0.156203029
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,7.93,0.117693081
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,7.93,0.09301563
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,7.94,0.076889942
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,8.92,0.175778954
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,25,8.93,0.214329083
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,8.93,0.133016089
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,8.93,0.105216622
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,8.93,0.086602195
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,25,9.93,0.240540876
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,35,9.93,0.196458483
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,50,9.93,0.147842057
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,9.93,0.11719361
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,80.1,9.93,0.096250822
[HMIM][TCM],3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCC[n+]1ccn(C)c1,C([C-](C#N)C#N)#N,65.1,10.92,0.128795575
